============================== SRIM-2008.04 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(2 MeV) ==> Carbon(  6 um) ==============================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 6140  1 .1701249E+07   6000056E-02  .9615E+02 -.1801E+03   .9999927 -.0006024 -.0037769
T 6141  1 .1696654E+07   6000028E-02  .1886E+04  .1311E+04   .9976222  .0528375  .0442520
T 6142  1 .1685401E+07   6000168E-02  .1636E+03 -.3965E+03   .9997766  .0078289 -.0196329
T 6143  1 .1701855E+07   6000045E-02 -.3521E+02  .5099E+03   .9997453  .0105435  .0199541
T 6144  1 .1688022E+07   6000010E-02  .1274E+03  .7504E+03   .9993590 -.0101721  .0343228
T 6145  1 .1687324E+07   6000038E-02 -.1488E+03  .2029E+03   .9998738 -.0089485  .0131268
T 6146  1 .1657195E+07   6000155E-02  .4173E+03  .6661E+02   .9998845  .0147767  .0035661
T 6147  1 .1668373E+07   6000128E-02  .1480E+03  .1793E+03   .9999956 -.0028489 -.0008308
T 6148  1 .1654486E+07   6000054E-02  .1850E+03  .4129E+02   .9998840  .0148874 -.0032101
T 6149  1 .1679260E+07   6000059E-02 -.2235E+03 -.4955E+03   .9999479 -.0098984 -.0024763
T 6150  1 .1707501E+07   6000157E-02  .2925E+03  .8121E+03   .9998288  .0123170  .0138096
T 6151  1 .1689797E+07   6000128E-02  .5060E+03  .2901E+03   .9998574  .0140474  .0093729
T 6152  1 .1698663E+07   6000133E-02  .5157E+03  .1092E+04   .9991589  .0236539  .0334950
T 6153  1 .1692772E+07   6000107E-02 -.2318E+03  .1688E+03   .9999920 -.0019428 -.0034962
T 6154  1 .1696102E+07   6000114E-02 -.3988E+03 -.5089E+02   .9999733 -.0060488  .0040924
T 6155  1 .1688862E+07   6000178E-02 -.4035E+03  .8678E+02   .9999516  .0092306  .0034072
T 6156  1 .1686832E+07   6000073E-02  .6142E+03 -.3033E+03   .9995920  .0266534 -.0102670
T 6157  1 .1692170E+07   6000149E-02  .6636E+03  .3115E+02   .9996667  .0252761  .0052570
T 6158  1 .1694032E+07   6000095E-02  .1648E+03 -.3664E+03   .9999544  .0044751 -.0084355
T 6159  1 .1702981E+07   6000170E-02 -.5924E+03 -.4899E+02   .9993109 -.0363054  .0077230
T 6160  1 .1691993E+07   6000067E-02 -.2928E+03  .2267E+03   .9998811 -.0117531  .0099863
T 6161  1 .1663630E+07   6000041E-02 -.4425E+03 -.8533E+03   .9984260 -.0437760 -.0350595
T 6162  1 .1674337E+07   6000177E-02 -.1173E+03 -.2785E+03   .9999555 -.0094201 -.0004557
T 6163  1 .1681636E+07   6000167E-02  .6509E+04  .5850E+04   .9771443  .1497890  .1508386
T 6164  1 .1700801E+07   6000018E-02 -.2914E+03  .2078E+03   .9997580 -.0026885  .0218325
T 6165  1 .1686515E+07   6000130E-02  .1123E+04 -.6859E+02   .9992606  .0372817 -.0093987
T 6166  1 .1695043E+07   6000103E-02 -.2962E+03  .7298E+03   .9998927 -.0028268  .0143759
T 6167  1 .1669827E+07   6000043E-02  .4902E+01 -.5717E+03   .9999837  .0055918 -.0011229
T 6168  1 .1698575E+07   6000104E-02  .8240E+02 -.4314E+03   .9998220 -.0138126 -.0128525
T 6169  1 .1674785E+07   6000120E-02  .2255E+02  .8646E+03   .9997760  .0037679  .0208260
T 6170  1 .1700029E+07   6000134E-02  .1571E+03  .6218E+02   .9998673  .0162517 -.0011526
T 6171  1 .1692628E+07   6000144E-02 -.6099E+02  .4405E+03   .9999432 -.0035173  .0100580
T 6172  1 .1673347E+07   6000137E-02 -.3302E+03  .4313E+03   .9999432 -.0053653  .0092107
T 6173  1 .1685819E+07   6000013E-02 -.4666E+03  .1542E+03   .9998982 -.0101352  .0100387
T 6174  1 .1662054E+07   6000147E-02  .6355E+03  .8544E+02   .9998581  .0151358  .0073892
T 6175  1 .1674080E+07   6000066E-02  .1682E+03 -.2233E+02   .9999657  .0082743  .0003584
T 6176  1 .1717015E+07   6000032E-02  .1720E+03 -.1748E+03   .9999517  .0047904 -.0085878
T 6177  1 .1698215E+07   6000172E-02 -.9760E+03  .5867E+03   .9997835 -.0201854  .0050565
T 6178  1 .1719314E+07   6000147E-02  .2789E+03  .1108E+03   .9999990  .0001416 -.0014210
T 6179  1 .1700579E+07   6000024E-02 -.4612E+03  .3080E+03   .9999605 -.0053117  .0071217
T 6180  1 .1672485E+07   6000054E-02 -.7748E+02  .4626E+03   .9998974 -.0046690  .0135428
T 6181  1 .1691833E+07   6000048E-02 -.7465E+02 -.1739E+01   .9999815 -.0036284 -.0048751
T 6182  1 .1675659E+07   6000076E-02  .3408E+03  .5414E+03   .9996991  .0148757  .0195029
T 6183  1 .1675436E+07   6000111E-02  .4842E+02  .4269E+03   .9996568 -.0150158  .0214643
T 6184  1 .1684895E+07   6000083E-02 -.5591E+03 -.5761E+02   .9998859 -.0147888 -.0030739
T 6185  1 .1667591E+07   6000126E-02 -.9243E+02  .8990E+03   .9999220  .0056827  .0111248
T 6186  1 .1666810E+07   6000065E-02 -.4957E+02  .3600E+02   .9999613 -.0027028  .0083741
T 6187  1 .1698302E+07   6000146E-02 -.7982E+01 -.7304E+02   .9998630 -.0049687  .0157917
T 6188  1 .1682781E+07   6000015E-02  .2453E+03 -.4299E+02   .9999087  .0112599 -.0074690
T 6189  1 .1696373E+07   6000025E-02 -.1216E+03 -.1143E+03   .9998604 -.0153093 -.0066936
T 6190  1 .1693369E+07   6000166E-02 -.2425E+03  .3082E+03   .9999585 -.0051493  .0075130
T 6191  1 .1658757E+07   6000137E-02 -.4493E+03  .1657E+03   .9999765 -.0050086  .0046743
T 6192  1 .1691624E+07   6000001E-02  .8775E+02 -.9238E+02   .9999779  .0059746 -.0029317
T 6193  1 .1675525E+07   6000079E-02 -.3883E+03  .2873E+03   .9999210 -.0110129  .0060645
T 6194  1 .1677416E+07   6000045E-02 -.4149E+03  .9962E+02   .9997405 -.0227804 -.0002559
T 6195  1 .1711111E+07   6000128E-02  .2953E+02  .6327E+02   .9999522  .0091862 -.0033624
T 6196  1 .1675629E+07   6000170E-02  .1114E+03 -.4813E+03   .9999401 -.0038724 -.0102389
T 6197  1 .1672692E+07   6000004E-02 -.5480E+03  .8835E+02   .9999153 -.0045277  .0122042
T 6198  1 .1688449E+07   6000160E-02  .2376E+03 -.1718E+03   .9999449 -.0104354 -.0011137
T 6199  1 .1685901E+07   6000141E-02  .1264E+03 -.4029E+03   .9997946 -.0119472 -.0163736
T 6200  1 .1701988E+07   6000016E-02  .1934E+03 -.4268E+02   .9999731 -.0018784  .0070937
T 6201  1 .1710677E+07   6000094E-02 -.5010E+03  .4392E+03   .9997636 -.0077578  .0203111
T 6202  1 .1705490E+07   6000055E-02 -.3380E+03  .7398E+02   .9999553 -.0034636  .0088011
T 6203  1 .1724685E+07   6000090E-02  .1711E+02 -.1433E+03   .9999591 -.0031807 -.0084634
T 6204  1 .1657349E+07   6000165E-02  .1486E+03 -.2024E+01   .9999015  .0140321 -.0001752
T 6205  1 .1683083E+07   6000002E-02 -.1970E+03  .9366E+01   .9999958  .0009689 -.0027338
T 6206  1 .1665046E+07   6000142E-02  .6238E+03  .2121E+03   .9996152  .0267242  .0074314
T 6207  1 .1720359E+07   6000027E-02 -.7241E+03 -.1459E+03   .9996216 -.0275059 -.0000267
T 6208  1 .1670155E+07   6000024E-02  .1773E+03  .5722E+03   .9996525  .0011016  .0263367
T 6209  1 .1675711E+07   6000096E-02  .1739E+03  .2490E+03   .9999865  .0029782 -.0042483
T 6210  1 .1682165E+07   6000084E-02  .3839E+03  .8765E+02   .9996223  .0274762  .0004933
T 6211  1 .1664841E+07   6000011E-02 -.5647E+03  .4012E+03   .9990601 -.0216436  .0375572
T 6212  1 .1682956E+07   6000129E-02 -.1564E+03 -.7561E+02   .9999818 -.0047622 -.0037000
T 6213  1 .1689118E+07   6000143E-02  .1396E+03 -.2296E+03   .9999380  .0083568 -.0073575
T 6214  1 .1705385E+07   6000154E-02  .3109E+03 -.4873E+02   .9999313  .0039595 -.0110297
T 6215  1 .1700984E+07   6000046E-02 -.5900E+03  .3965E+02   .9998526 -.0152875  .0078136
T 6216  1 .1701181E+07   6000004E-02 -.7140E+02  .1734E+03   .9999891 -.0035740  .0029970
T 6217  1 .1688113E+07   6000009E-02  .1465E+03 -.2452E+03   .9999460  .0015948 -.0102715
T 6218  1 .1699320E+07   6000028E-02 -.1231E+03 -.2746E+03   .9999518  .0078312 -.0059190
T 6219  1 .1669324E+07   6000126E-02  .3886E+03 -.8134E+02   .9997858  .0204471  .0032143
T 6220  1 .1691310E+07   6000100E-02 -.1890E+03  .3779E+03   .9999890 -.0030263  .0035941
T 6221  1 .1692608E+07   6000078E-02  .6341E+02 -.3942E+03   .9998764  .0129833  .0088639
T 6222  1 .1679429E+07   6000147E-02 -.6310E+03  .5192E+02   .9996847 -.0243826 -.0060040
T 6223  1 .1691480E+07   6000102E-02  .1332E+03 -.2000E+03   .9999714 -.0007515  .0075201
T 6224  1 .1678516E+07   6000101E-02 -.5092E+03 -.5503E+01   .9996922 -.0245139  .0038138
T 6225  1 .1682803E+07   6000057E-02 -.4791E+03 -.3475E+03   .9999537  .0090967 -.0031390
T 6226  1 .1686725E+07   6000127E-02  .2426E+01 -.1662E+03   .9999771 -.0064789  .0019348
T 6227  1 .1689640E+07   6000051E-02 -.1148E+04 -.5481E+03   .9992405 -.0356668 -.0156925
T 6228  1 .1662362E+07   6000040E-02 -.1654E+04 -.6542E+03   .9993603 -.0341486 -.0106206
T 6229  1 .1666344E+07   6000006E-02 -.1991E+03 -.1920E+03   .9998311 -.0074074 -.0168204
T 6230  1 .1674554E+07   6000088E-02  .2243E+03 -.8224E+02   .9999269  .0020921 -.0119091
T 6231  1 .1714383E+07   6000113E-02  .8502E+02 -.9542E+02   .9999356  .0088264 -.0071310
T 6232  1 .1683677E+07   6000130E-02 -.2514E+03 -.3649E+03   .9998913 -.0091464 -.0115620
T 6233  1 .1664555E+07   6000109E-02  .2045E+03  .4346E+01   .9995039  .0303958  .0082476
T 6234  1 .1688435E+07   6000082E-02 -.1236E+02  .9389E+02   .9999721  .0058296 -.0046780
T 6235  1 .1697116E+07   6000102E-02 -.2678E+02  .2901E+03   .9999645 -.0046854  .0069987
T 6236  1 .1675501E+07   6000009E-02  .1157E+03 -.2948E+03   .9999712  .0069669 -.0030033
T 6237  1 .1699777E+07   6000175E-02  .1774E+03 -.4155E+03   .9998695 -.0138185 -.0083718
T 6238  1 .1668579E+07   6000107E-02  .2138E+03 -.5941E+03   .9998369  .0094070 -.0154167
T 6239  1 .1706754E+07   6000081E-02 -.1943E+02  .4053E+03   .9998825 -.0029252  .0150504
T 6240  1 .1685767E+07   6000046E-02  .1116E+03  .6646E+02   .9999668  .0071520 -.0038921
T 6241  1 .1694936E+07   6000094E-02  .3766E+03 -.7282E+02   .9999708  .0074601  .0016835
T 6242  1 .1700463E+07   6000001E-02  .5164E+03 -.3729E+03   .9998690  .0127650 -.0099514
T 6243  1 .1688416E+07   6000085E-02 -.1701E+04 -.4823E+03   .9991938 -.0392187 -.0085758
T 6244  1 .1699455E+07   6000107E-02  .3783E+02  .1447E+03   .9999809  .0031341 -.0053201
T 6245  1 .1690179E+07   6000095E-02 -.4960E+03 -.1441E+03   .9997944 -.0167957 -.0113644
T 6246  1 .1701193E+07   6000014E-02  .4264E+02  .2208E+03   .9998561  .0032786  .0166467
T 6247  1 .1682266E+07   6000111E-02 -.5554E+03  .1555E+03   .9995104 -.0301884  .0082179
T 6248  1 .1682966E+07   6000000E-02 -.5412E+02  .5362E+03   .9992942 -.0039346  .0373591
T 6249  1 .1668437E+07   6000174E-02  .2680E+03  .2961E+03   .9999064  .0112841  .0077311
T 6250  1 .1683995E+07   6000003E-02 -.9178E+03  .5711E+02   .9992121 -.0395478 -.0033538
T 6251  1 .1669515E+07   6000045E-02  .5419E+02 -.4335E+03   .9999613 -.0002132 -.0087913
T 6252  1 .1679557E+07   6000164E-02 -.2813E+03  .1634E+02   .9999658 -.0080676  .0018156
T 6253  1 .1667248E+07   6000079E-02  .3165E+03 -.3942E+03   .9997438  .0157217 -.0162829
T 6254  1 .1687275E+07   6000127E-02  .1322E+03 -.6164E+03   .9996868 -.0004026 -.0250239
T 6255  1 .1689145E+07   6000111E-02  .4305E+03 -.7390E+02   .9998588  .0156068  .0062267
T 6256  1 .1688105E+07   6000167E-02  .7379E+03  .4544E+02   .9997667  .0205635  .0066117
T 6257  1 .1701166E+07   6000051E-02 -.7917E+02 -.1146E+03   .9999785 -.0059540  .0027435
T 6258  1 .1683935E+07   6000141E-02  .1319E+03 -.8563E+03   .9995746 -.0135393 -.0258310
T 6259  1 .1696781E+07   6000176E-02  .2965E+03 -.9077E+02   .9999801  .0051199  .0036748
T 6260  1 .1677530E+07   6000009E-02  .1061E+03  .4079E+02   .9999530 -.0056983  .0078498
T 6261  1 .1674885E+07   6000054E-02 -.1176E+03  .3209E+03   .9999487 -.0100083  .0015427
T 6262  1 .1718911E+07   6000099E-02 -.1910E+03  .1227E+03   .9999989  .0013793 -.0004447
T 6263  1 .1683083E+07   6000144E-02  .1333E+02 -.1413E+03   .9999766  .0067046 -.0013612
T 6264  1 .1692008E+07   6000032E-02  .1748E+02 -.3822E+02   .9999710 -.0075493 -.0010149
T 6265  1 .1701011E+07   6000055E-02 -.6204E+03 -.2443E+03   .9999222 -.0104868 -.0067614
T 6266  1 .1698790E+07   6000007E-02  .2665E+03  .3031E+03   .9998937  .0138413  .0045836
T 6267  1 .1667688E+07   6000172E-02  .4539E+03  .6575E+03   .9998518  .0124397  .0118979
T 6268  1 .1667022E+07   6000112E-02  .1448E+03 -.2034E+03   .9999782 -.0059102  .0029522
T 6269  1 .1697381E+07   6000136E-02  .4564E+03 -.3732E+03   .9999452  .0087278 -.0057857
T 6270  1 .1705435E+07   6000004E-02  .1098E+03  .2278E+03   .9999574  .0077389  .0050386
T 6271  1 .1690182E+07   6000178E-02  .2848E+03 -.3012E+02   .9999479  .0045667  .0091311
T 6272  1 .1691353E+07   6000046E-02  .2682E+02  .1381E+03   .9998930 -.0028064 -.0143538
T 6273  1 .1698826E+07   6000052E-02  .1149E+04 -.4582E+03   .9996145  .0215824 -.0174680
T 6274  1 .1706285E+07   6000100E-02 -.3548E+02  .4150E+03   .9998182  .0025349  .0188970
T 6275  1 .1692673E+07   6000105E-02 -.3727E+03  .1814E+03   .9999094 -.0126546  .0045791
T 6276  1 .1669617E+07   6000136E-02  .1244E+03 -.2512E+03   .9999398  .0105644 -.0029645
T 6277  1 .1694365E+07   6000057E-02 -.3517E+03  .3008E+03   .9999165 -.0115166  .0058601
T 6278  1 .1712058E+07   6000088E-02  .3583E+03 -.1044E+04   .9996573  .0065840 -.0253379
T 6279  1 .1697122E+07   6000106E-02 -.6997E+02 -.1870E+03   .9998447 -.0014329 -.0175652
T 6280  1 .1690687E+07   6000030E-02  .6798E+03  .5258E+03   .9995624  .0260907  .0139355
T 6281  1 .1670858E+07   6000139E-02 -.2251E+03 -.1264E+03   .9999184 -.0124197  .0029767
T 6282  1 .1690150E+07   6000102E-02  .3192E+03 -.2613E+03   .9999260  .0103618 -.0063717
T 6283  1 .1691094E+07   6000172E-02 -.3879E+03 -.9583E+02   .9999647 -.0073008 -.0041636
T 6284  1 .1693101E+07   6000143E-02 -.3240E+03  .1154E+03   .9999752 -.0063483 -.0030375
T 6285  1 .1689629E+07   6000172E-02  .3274E+03 -.5632E+02   .9999169  .0102395  .0078370
T 6286  1 .1700474E+07   6000116E-02 -.1968E+03 -.2657E+03   .9999999  .0000297 -.0003737
T 6287  1 .1664219E+07   6000139E-02  .2471E+03 -.1125E+03   .9999696  .0030121  .0071871
T 6288  1 .1684209E+07   6000151E-02  .2372E+02 -.8379E+02   .9999760  .0021999  .0065630
T 6289  1 .1698007E+07   6000134E-02 -.2932E+03 -.3636E+03   .9998889 -.0074969 -.0128823
T 6290  1 .1679485E+07   6000017E-02 -.5322E+03 -.3390E+03   .9993950 -.0274613 -.0213437
T 6291  1 .1680589E+07   6000069E-02  .1155E+01 -.5806E+03   .9998464  .0058702 -.0165111
T 6292  1 .1664912E+07   6000110E-02 -.5689E+03  .1652E+03   .9999702 -.0071227 -.0029740
T 6293  1 .1667755E+07   6000094E-02  .1818E+03  .3413E+03   .9999126  .0112437  .0069619
T 6294  1 .1675851E+07   6000049E-02  .1044E+03  .3147E+03   .9994224  .0310657  .0137773
T 6295  1 .1684051E+07   6000073E-02  .7177E+03 -.4083E+03   .9992807  .0268896 -.0267390
T 6296  1 .1688226E+07   6000150E-02  .3736E+03  .1486E+03   .9996531  .0246435  .0092910
T 6297  1 .1668766E+07   6000010E-02 -.3876E+03 -.5327E+03   .9985203 -.0223606 -.0495696
T 6298  1 .1673124E+07   6000176E-02  .3422E+03 -.5017E+02   .9999758 -.0030555 -.0062470
T 6299  1 .1704880E+07   6000110E-02  .9076E+02 -.6347E+02   .9999009  .0074012 -.0119765
T 6300  1 .1658827E+07   6000132E-02  .8884E+01 -.5465E+03   .9997645  .0105340 -.0189750
T 6301  1 .1676220E+07   6000116E-02  .1510E+03 -.7772E+01   .9999845 -.0035436 -.0043051
T 6302  1 .1685535E+07   6000018E-02 -.4200E+03 -.1704E+04   .9976762 -.0147270 -.0665231
T 6303  1 .1692939E+07   6000082E-02 -.4226E+03 -.1095E+02   .9998628 -.0155117  .0058148
T 6304  1 .1688161E+07   6000106E-02 -.3053E+03 -.1041E+03   .9999234 -.0113057  .0050287
T 6305  1 .1679098E+07   6000154E-02  .6052E+02 -.2943E+02   .9999381  .0084614  .0072183
T 6306  1 .1700396E+07   6000054E-02 -.3201E+03 -.1461E+03   .9999992 -.0010325  .0006840
T 6307  1 .1669820E+07   6000110E-02  .1970E+03  .1570E+03   .9998640  .0114102  .0119086
T 6308  1 .1711467E+07   6000107E-02  .2354E+03  .1258E+03   .9997491  .0212872  .0069693
T 6309  1 .1673214E+07   6000124E-02  .8541E+02  .4115E+03   .9998721 -.0048952  .0152257
T 6310  1 .1704245E+07   6000172E-02 -.5416E+03  .9107E+02   .9998773 -.0151618  .0039359
T 6311  1 .1686126E+07   6000168E-02 -.9081E+02 -.4667E+03   .9999637 -.0015258 -.0083798
T 6312  1 .1693287E+07   6000172E-02 -.1657E+04 -.2242E+04   .9979193 -.0404335 -.0502209
T 6313  1 .1677838E+07   6000017E-02  .5414E+02  .5896E+03   .9997469 -.0224211  .0018494
T 6314  1 .1691432E+07   6000086E-02  .5269E+02  .1924E+03   .9999339  .0092376  .0068498
T 6315  1 .1708963E+07   6000160E-02  .8130E+02  .3251E+03   .9999125 -.0128429  .0031616
T 6316  1 .1718630E+07   6000136E-02  .1309E+03 -.2221E+03   .9999723  .0052137 -.0053097
T 6317  1 .1689953E+07   6000008E-02  .1984E+04  .1843E+02   .9971004  .0752937  .0110281
T 6318  1 .1677332E+07   6000122E-02 -.4435E+03 -.1007E+03   .9999465 -.0038465 -.0095998
T 6319  1 .1675550E+07   6000051E-02 -.8479E+03  .1233E+04   .9995589 -.0150465  .0256055
T 6320  1 .1671004E+07   6000035E-02 -.3686E+03 -.4076E+03   .9998578 -.0066637 -.0154879
T 6321  1 .1670695E+07   6000089E-02 -.1746E+03 -.3913E+03   .9999792 -.0024037 -.0059772
T 6322  1 .1693134E+07   6000177E-02 -.3549E+03  .4596E+03   .9996210 -.0143488  .0234929
T 6323  1 .1700880E+07   6000122E-02  .1625E+03  .3765E+03   .9999028 -.0009059  .0139154
T 6324  1 .1688584E+07   6000012E-02  .6547E+03 -.1009E+03   .9998415  .0168539 -.0057363
T 6325  1 .1698359E+07   6000011E-02  .4808E+03 -.3993E+03   .9995305  .0306167 -.0011828
T 6326  1 .1695264E+07   6000018E-02  .4635E+03 -.2825E+03   .9996039 -.0083521  .0268739
T 6327  1 .1685203E+07   6000082E-02 -.2792E+03 -.4259E+02   .9998897 -.0063229 -.0134420
T 6328  1 .1674451E+07   6000122E-02 -.4158E+03 -.6237E+02   .9999621 -.0087068  .0000392
T 6329  1 .1671808E+07   6000170E-02  .5599E+03  .5441E+03   .9995618  .0217216  .0201078
T 6330  1 .1675036E+07   6000060E-02 -.1664E+03 -.2389E+03   .9999446 -.0105140 -.0005023
T 6331  1 .1676106E+07   6000034E-02  .2161E+03 -.8440E+00   .9998406  .0178481 -.0004528
T 6332  1 .1685544E+07   6000040E-02 -.2927E+03  .1780E+03   .9998347 -.0145569  .0108911
T 6333  1 .1659057E+07   6000160E-02 -.4919E+03  .5629E+03   .9985269 -.0510974  .0182521
T 6334  1 .1697756E+07   6000009E-02  .2641E+03 -.1096E+02   .9999453 -.0070715 -.0077108
T 6335  1 .1667881E+07   6000078E-02 -.7068E+02 -.8645E+02   .9999187  .0110579 -.0063484
T 6336  1 .1705373E+07   6000165E-02  .9361E+02  .6499E+03   .9996809  .0080891  .0239300
T 6337  1 .1699045E+07   6000112E-02 -.2598E+03 -.3515E+02   .9999898  .0043512  .0012515
T 6338  1 .1683605E+07   6000039E-02 -.4293E+03 -.7752E+02   .9998915 -.0107765 -.0100466
T 6339  1 .1695344E+07   6000135E-02 -.1758E+03  .4269E+03   .9998964  .0032124  .0140276
T 6340  1 .1682158E+07   6000076E-02 -.5328E+03  .1290E+03   .9998628 -.0161677  .0036002
T 6341  1 .1682246E+07   6000027E-02  .7914E+03  .6719E+03   .9994001  .0305996  .0162183
T 6342  1 .1686366E+07   6000080E-02  .2770E+02  .1073E+03   .9999614  .0060139  .0063980
T 6343  1 .1687609E+07   6000068E-02  .4945E+03  .2237E+03   .9999020  .0084295  .0111746
T 6344  1 .1674217E+07   6000107E-02 -.7420E+01  .7040E+03   .9997671  .0001473  .0215813
T 6345  1 .1698786E+07   6000014E-02  .8108E+02 -.1596E+03   .9999962 -.0009137 -.0025874
T 6346  1 .1680587E+07   6000066E-02  .6941E+03  .3003E+03   .9999191  .0125012 -.0023628
T 6347  1 .1692744E+07   6000116E-02  .1546E+03 -.2654E+02   .9999432  .0105611  .0014310
T 6348  1 .1658703E+07   6000168E-02  .2136E+03  .4351E+03   .9997028  .0075339  .0231850
T 6349  1 .1689602E+07   6000155E-02 -.2989E+03 -.4226E+03   .9997435  .0026366 -.0224958
T 6350  1 .1684685E+07   6000004E-02  .2275E+01 -.3397E+03   .9998935  .0058677 -.0133639
T 6351  1 .1676217E+07   6000152E-02 -.8803E+02  .7778E+03   .9994500  .0141153  .0300075
T 6352  1 .1658013E+07   6000075E-02  .4383E+02  .7266E+03   .9993199  .0186161  .0318302
T 6353  1 .1696492E+07   6000072E-02 -.2477E+03 -.3207E+03   .9999048 -.0059099 -.0124651
T 6354  1 .1680661E+07   6000067E-02  .1304E+03 -.4871E+03   .9999370 -.0032113 -.0107558
T 6355  1 .1693641E+07   6000065E-02 -.5459E+03 -.1978E+03   .9999054  .0056781 -.0125247
T 6356  1 .1681593E+07   6000148E-02  .2092E+03  .3166E+03   .9998489  .0105306  .0138333
T 6357  1 .1711522E+07   6000051E-02 -.2515E+02 -.3704E+02   .9999885  .0045753 -.0014485
T 6358  1 .1689309E+07   6000023E-02  .2125E+03 -.4480E+03   .9999346  .0020787 -.0112420
T 6359  1 .1699401E+07   6000001E-02  .3908E+03  .3390E+03   .9997351  .0085235  .0213806
T 6360  1 .1699012E+07   6000024E-02  .2409E+03 -.1985E+03   .9999148  .0074937 -.0106917
T 6361  1 .1679228E+07   6000159E-02 -.9896E+02 -.1306E+03   .9999703 -.0074146  .0020896
T 6362  1 .1681654E+07   6000068E-02 -.5295E+02 -.4018E+03   .9999039 -.0030180 -.0135319
T 6363  1 .1693508E+07   6000047E-02  .9877E+02  .3552E+03   .9999507  .0022659  .0096697
T 6364  1 .1695655E+07   6000009E-02  .3571E+03 -.4809E+03   .9997000  .0244842 -.0006092
T 6365  1 .1708917E+07   6000161E-02 -.1091E+04 -.1870E+03   .9999258 -.0120314  .0019197
T 6366  1 .1665631E+07   6000034E-02 -.3066E+03 -.3216E+03   .9998321 -.0088696 -.0160348
T 6367  1 .1695611E+07   6000000E-02 -.5613E+03 -.4613E+03   .9997911 -.0147341 -.0141634
T 6368  1 .1683813E+07   6000017E-02 -.5802E+02  .3217E+03   .9998420 -.0017522  .0176917
T 6369  1 .1671974E+07   6000154E-02  .5853E+03 -.3647E+03   .9990452  .0241799 -.0363873
T 6370  1 .1698713E+07   6000087E-02 -.5153E+03 -.8389E+03   .9997463 -.0155599 -.0162884
T 6371  1 .1671757E+07   6000172E-02 -.3950E+03  .8180E+00   .9999947 -.0019940 -.0025753
T 6372  1 .1693980E+07   6000103E-02 -.3207E+03 -.4266E+03   .9999857 -.0047532 -.0024438
T 6373  1 .1680334E+07   6000099E-02 -.1236E+03  .3704E+02   .9999786 -.0063312 -.0016577
T 6374  1 .1666590E+07   6000165E-02 -.1869E+03  .3614E+03   .9999162 -.0092584  .0090461
T 6375  1 .1689439E+07   6000043E-02 -.1309E+03  .1478E+03   .9999011 -.0117027  .0077972
T 6376  1 .1688142E+07   6000060E-02  .1225E+02  .2031E+03   .9999941 -.0033674  .0006198
T 6377  1 .1687026E+07   6000144E-02  .3093E+03  .4606E+02   .9998446  .0153931  .0085926
